time,value
2/20/2012,76.40784222
2/21/2012,76.40733902
2/22/2012,76.40582866
2/23/2012,76.40331114
2/24/2012,76.39978645
2/25/2012,76.3952546
2/26/2012,76.38971558
2/27/2012,76.3831694
2/28/2012,76.37561606
2/29/2012,76.36705555
3/1/2012,76.35748788
3/2/2012,76.34695788
3/3/2012,76.33546555
3/4/2012,76.32301088
3/5/2012,76.30959389
3/6/2012,76.29521457
3/7/2012,76.27987292
3/8/2012,76.26356894
3/9/2012,76.24630262
3/10/2012,76.22807398
3/11/2012,76.20888301
3/12/2012,76.18872971
3/13/2012,76.16761408
3/14/2012,76.14553611
3/15/2012,76.12249582
3/16/2012,76.0984932
3/17/2012,76.07352825
3/18/2012,76.04760097
3/19/2012,76.02071135
3/20/2012,75.99285941
3/21/2012,75.96404514
3/22/2012,75.93426854
3/23/2012,75.90352961
3/24/2012,75.87182834
3/25/2012,75.83916475
3/26/2012,75.80553883
3/27/2012,75.77095058
3/28/2012,75.73539999
3/29/2012,75.69888708
3/30/2012,75.66141184
3/31/2012,75.62297427
4/1/2012,75.58357436
4/2/2012,75.54642846
4/3/2012,75.51153656
4/4/2012,75.47889865
4/5/2012,75.44851475
4/6/2012,75.42038484
4/7/2012,75.39450893
4/8/2012,75.37088703
4/9/2012,75.34951912
4/10/2012,75.33040521
4/11/2012,75.3135453
4/12/2012,75.29893939
4/13/2012,75.28658748
4/14/2012,75.27648956
4/15/2012,75.26864565
4/16/2012,75.26305574
4/17/2012,75.25971982
4/18/2012,75.25863791
4/19/2012,75.25980999
4/20/2012,75.26323608
4/21/2012,75.26891616
4/22/2012,75.27685024
4/23/2012,75.28703832
4/24/2012,75.2994804
4/25/2012,75.31417648
4/26/2012,75.33112656
4/27/2012,75.35033064
4/28/2012,75.37178872
4/29/2012,75.39550079
4/30/2012,75.42146687
5/1/2012,75.44968695
5/2/2012,75.47651335
5/3/2012,75.50194607
5/4/2012,75.52598512
5/5/2012,75.54863049
5/6/2012,75.56988219
5/7/2012,75.58974021
5/8/2012,75.60820456
5/9/2012,75.62527523
5/10/2012,75.64095223
5/11/2012,75.65523555
5/12/2012,75.66812519
5/13/2012,75.67962116
5/14/2012,75.68972346
5/15/2012,75.69843208
5/16/2012,75.70574702
5/17/2012,75.71166829
5/18/2012,75.71619588
5/19/2012,75.7193298
5/20/2012,75.72107004
5/21/2012,75.7214166
5/22/2012,75.72036949
5/23/2012,75.71792871
5/24/2012,75.71409425
5/25/2012,75.70886611
5/26/2012,75.7022443
5/27/2012,75.69422881
5/28/2012,75.68481965
5/29/2012,75.67401681
5/30/2012,75.6618203
5/31/2012,75.64823011
6/1/2012,75.63324625
6/2/2012,75.6190901
6/3/2012,75.60576167
6/4/2012,75.59326096
6/5/2012,75.58158797
6/6/2012,75.5707427
6/7/2012,75.56072514
6/8/2012,75.55153531
6/9/2012,75.54317319
6/10/2012,75.53563879
6/11/2012,75.52893211
6/12/2012,75.52305314
6/13/2012,75.5180019
6/14/2012,75.51377837
6/15/2012,75.51038256
6/16/2012,75.50781447
6/17/2012,75.5060741
6/18/2012,75.50516145
6/19/2012,75.50507651
6/20/2012,75.50581929
6/21/2012,75.50738979
6/22/2012,75.50978801
6/23/2012,75.51301395
6/24/2012,75.51706761
6/25/2012,75.52194898
6/26/2012,75.52765807
6/27/2012,75.53419488
6/28/2012,75.54155941
6/29/2012,75.54975166
6/30/2012,75.55877162
7/1/2012,75.56861931
7/2/2012,75.5784274
7/3/2012,75.5881959
7/4/2012,75.59792481
7/5/2012,75.60761413
7/6/2012,75.61726386
7/7/2012,75.626874
7/8/2012,75.63644454
7/9/2012,75.6459755
7/10/2012,75.65546686
7/11/2012,75.66491864
7/12/2012,75.67433082
7/13/2012,75.68370341
7/14/2012,75.69303641
7/15/2012,75.70232982
7/16/2012,75.71158364
7/17/2012,75.72079787
7/18/2012,75.7299725
7/19/2012,75.73910755
7/20/2012,75.748203
7/21/2012,75.75725887
7/22/2012,75.76627514
7/23/2012,75.77525182
7/24/2012,75.78418891
7/25/2012,75.79308641
7/26/2012,75.80194432
7/27/2012,75.81076264
7/28/2012,75.81954137
7/29/2012,75.8282805
7/30/2012,75.83698005
7/31/2012,75.84564
8/1/2012,75.85426037
8/2/2012,75.86154594
8/3/2012,75.86749673
8/4/2012,75.87211274
8/5/2012,75.87539396
8/6/2012,75.87734039
8/7/2012,75.87795203
8/8/2012,75.87722889
8/9/2012,75.87517096
8/10/2012,75.87177825
8/11/2012,75.86705075
8/12/2012,75.86098846
